State,Issuer ID,URL Submitted,Tech POC Email
SC,79222,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
SC,84939,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
SC,89281,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
SC,97325,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
SD,31195,https://tools.sanfordhealthplan.com/json/index.json,amanda.larum@sanfordhealth.org
SD,50305,https://public-cdn.wellmark.com/json/WSD/index.json,JSONSupport@wellmark.com
SD,60536,https://www.ahsecure.net/CMS/index.json,AHPCustomAppDev@avera.org
SD,61214,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
TN,14002,https://www.bcbst.com/cms-data-index.json,BCBST_CMSHelpDesk_TechNotifyListserv@bcbst.com
TN,23552,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
TN,24601,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
TN,28398,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
TN,29854,https://alliantplans.com/cms-data-index.json,smillsap@alliantplans.com
TN,43878,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
TN,69443,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
TN,70111,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TN,82120,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
TN,90402,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TN,97536,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
TN,99248,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
TX,11718,https://providersearch.CommunityHealthChoice.org/webservice/json/display/him/index.json,Websupport@CommunityHealthChoice.org
TX,12846,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TX,17933,https://www.modahealth.com/cms-data-index.json,nick.firth@modahealth.com
TX,20069,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
TX,23891,https://cms.deltadental.com/index.json,bperry@deltadental.com
TX,24349,https://cms.deltadental.com/index.json,bperry@deltadental.com
TX,26250,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TX,27248,https://providersearch.CommunityHealthChoice.org/webservice/json/display/him/index.json,Websupport@CommunityHealthChoice.org
TX,29418,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TX,33602,https://www.bcbstx.com/aca-json/tx/index_tx.json,Brent_Sigler@bcbstx.com
TX,33626,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
TX,34826,https://fm.formularynavigator.com/jsonFiles/publish/200/263/cms-data-index.json,johnny.tay@imperialhealthholdings.com
TX,40220,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
TX,40540,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
TX,40788,https://my.firstcare.com/CMS/MachineReadableFormat/swhp/cms-data-index.json,HPMARKETPLACEMACHINEREADABLE@BSWHealth.org
TX,45786,https://www.molinahealthcare.com/cms/json/index.json,blake.drost@molinahealthcare.com
TX,47501,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
TX,47665,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
TX,58609,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
TX,58840,https://www.aetna.com/json/mrf/index.json,dl202206140349129521@aetna.com
TX,61315,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
TX,63141,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
TX,63251,https://exchange.communityfirsthealthplans.com/cms-data-index.json,jflores@cfhp.com
TX,66252,https://chppayment.christushealth.org/workfiles/json/index.json,craig.lloydhicksjr@christushealth.org
TX,71837,https://senderohealth.com/files/json/index.json,Tierra.Thomas@SenderoHealth.com
TX,76589,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
TX,87226,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TX,91476,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
TX,98809,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
UT,14948,https://wsprod.deltadental.com/CMSDirectory/index.json,bperry@deltadental.com
UT,18167,https://www.molinahealthcare.com/cms/json/index.json,blake.drost@molinahealthcare.com
UT,22013,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
UT,34028,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
UT,34541,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
UT,38927,https://www.aetna.com/json/mrf/index.json,dl202206140349129521@aetna.com
UT,40335,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
UT,42261,https://doc.uhealthplan.utah.edu/individual/json/42261_UT_Index.json,json@hsc.utah.edu
UT,42757,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
UT,46958,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
UT,61558,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,Scott.Borth@greatdentalplans.com
UT,68781,https://ebu.intermountainhealthcare.org/shprovider/index.json,shcommproductcompliance@selecthealth.org
UT,71246,https://cms.deltadental.com/index.json, bperry@deltadental.com
UT,87169,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
UT,97462,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
UT,98113,https://fm.formularynavigator.com/jsonFiles/publish/200/262/cms-data-index.json,johnny.tay@imperialhealthholdings.com
WI,14630,https://www.upmchealthplan.com/hcgov/cms_cchp/cms-data-index.json,HealthPlanITWebSolutionsCMSJSONSupport@upmc.edu
WI,20173,https://www.healthpartners.com/cms/ffm/cms-data-index.json,providercompliance@healthpartners.com
WI,34210,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
WI,37833,https://apps.quartzbenefits.com/cmsfiles/CMS-INDEX-JSON.json,elizabeth.ferstl@quartzbenefits.com
WI,38166,https://shp-web-public.s3.amazonaws.com/PRD/exchange/cms-data-index.json,krull.bethany@securityhealth.org
WI,38345,https://app.deancare.com/MachineReadable/deanhealthplan-cms-data-index.json,medicaqhpcertification@medica.com
WI,49941,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,Scott.Borth@greatdentalplans.com
WI,52697,https://www.molinahealthcare.com/cms/json/index.json,blake.drost@molinahealthcare.com
WI,57845,https://esbgatewaypub.medica.com/rest/QHP/WI/57845/cms-data-index.json,medicaqhpcertification@medica.com
WI,58326,https://www.mercycarehealthplans.com/wp-content/uploads/JSON/cms-data-index.json,mray@mhemail.org
WI,65736,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
WI,69380,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
WI,69589,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
WI,79475,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
WI,79597,https://wsprod.deltadental.com/CMSDirectory/index.json,spathak@deltadental.com
WI,80180,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
WI,81413,https://data.networkhealth.com/hix/index.json,svandehe@networkhealth.com
WI,86584,https://www.aspirushealthplan.com/group-individual/files/json/index.json,josh.pokorny@preferredone.com
WI,87416,https://www.commongroundhealthcare.org/json/index.json,cmsproductionsupport@commongroundhealthcare.org
WI,90028,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
WI,91604,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
WI,94529,https://planfinder.ghcscw.com/cms/index.json,JSchmidt@ghcscw.com
WV,31274,https://www.pfpdata.com/cms-data/31274-wv/31274-index.json,HM_JSON_Notification@thryvedigital.com
WV,50328,https://caresource.com/vendor/cms/cms-data-index.json,CMSJSONPlanContacts@caresource.com
WV,76526,https://cms.deltadental.com/index.json,bperry@deltadental.com
WY,11269,https://www.pfpdata.com/cms-data/11269-wy/11269-index.json,WY_JSON_Notification@thryvedigital.com
WY,34588,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
WY,38576,https://rmm.mhc.coop/plans_providers/38576_WY_Index_2025.json,brussell@mhc.coop
WY,47731,https://www.bestlife.com/exchange/cms-data-index.json,blacomble@bestlife.com
WY,49714,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
WY,80132,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
